,Issue key,Issue id,Status,Reporter,Created,Due Date,Resolved,Customer,Type of Request,source,Iteration
29,CI-8242,452464,Closed,yutaka.yasumi,02/Mar/23 1:04 AM,09/Mar/23 12:00 AM,06/Apr/23 4:26 PM,Burda,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
30,CI-8240,452387,Closed,nsanchezruiz,01/Mar/23 3:41 PM,13/Mar/23 12:00 AM,14/Mar/23 9:14 AM,Spiegel,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
31,CI-8239,452166,Closed,yutaka.yasumi,01/Mar/23 2:16 AM,06/Mar/23 12:00 AM,29/Mar/23 9:54 AM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
32,CI-8238,452000,Closed,nsanchezruiz,28/Feb/23 1:28 PM,31/Mar/23 12:00 AM,12/Jun/23 2:50 PM,Fiege,Incident Request (IR),DataSets\in_progress_PI6.4.csv,PI6.4
33,CI-8237,451967,Closed,nsanchezruiz,28/Feb/23 11:30 AM,08/Mar/23 12:00 AM,13/Mar/23 2:13 PM,Porsche,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
34,CI-8236,451837,Closed,yutaka.yasumi,28/Feb/23 12:45 AM,07/Mar/23 12:00 AM,13/Apr/23 4:29 PM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
35,CI-8225,450885,Closed,ssanz,23/Feb/23 1:56 PM,02/Mar/23 12:00 AM,23/Mar/23 4:34 PM,Rehau,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
36,CI-8219,450562,Communicate,kgostynska,22/Feb/23 1:28 PM,01/Mar/23 12:00 AM,,Amadeus,Incident Request (IR),DataSets\in_progress_PI6.4.csv,PI6.4
37,CI-8218,450520,Closed,mmaciejczyk,22/Feb/23 12:23 PM,01/Mar/23 12:00 AM,16/Mar/23 12:26 PM,Porsche,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
38,CI-8209,450104,Closed,kgostynska,21/Feb/23 11:57 AM,28/Feb/23 12:00 AM,16/Mar/23 3:57 PM,CEPSA,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
39,CI-8190,449259,Closed,askarja,17/Feb/23 2:48 PM,24/Feb/23 12:00 AM,05/Apr/23 12:08 PM,Eberspacher,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
40,CI-8185,449035,Closed,yutaka.yasumi,17/Feb/23 9:59 AM,20/Feb/23 12:00 AM,04/Apr/23 3:22 PM,Munckhof,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
41,CI-8184,448971,Closed,yutaka.yasumi,17/Feb/23 1:56 AM,24/Feb/23 12:00 AM,04/Apr/23 4:33 PM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
42,CI-8177,448686,Verify,ssanz,15/Feb/23 4:35 PM,22/Feb/23 12:00 AM,,Allianz,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
43,CI-8176,448625,Closed,ssanz,15/Feb/23 3:47 PM,22/Feb/23 12:00 AM,14/Apr/23 1:31 PM,Allianz,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
44,CI-8164,448243,Communicate,achattopadhyay,14/Feb/23 1:51 PM,21/Feb/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
45,CI-8163,448077,Closed,yutaka.yasumi,14/Feb/23 1:54 AM,21/Feb/23 12:00 AM,17/Mar/23 12:51 AM,Continental,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
46,CI-8159,447939,Closed,wkatthan,13/Feb/23 12:19 PM,16/Feb/23 12:00 AM,24/Apr/23 12:53 PM,ArcelorMittal,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
47,CI-8144,447479,Closed,nsanchezruiz,09/Feb/23 3:29 PM,20/Feb/23 12:00 AM,29/Apr/23 4:07 PM,Allianz,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
48,CI-8134,446994,Closed,ccasper,08/Feb/23 10:09 AM,24/Feb/23 12:00 AM,19/Apr/23 3:11 PM,TUI AG,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
49,CI-8132,446917,Closed,yutaka.yasumi,08/Feb/23 7:39 AM,15/Feb/23 12:00 AM,22/Mar/23 12:36 AM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
50,CI-8118,446512,Closed,askarja,06/Feb/23 8:05 PM,13/Feb/23 12:00 AM,19/Apr/23 1:24 AM,TeamBank AG,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
51,CI-8097,446005,Closed,yutaka.yasumi,03/Feb/23 2:15 AM,06/Feb/23 12:00 AM,24/Mar/23 2:22 AM,Continental,Incident Request (IR),DataSets\in_progress_PI6.4.csv,PI6.4
52,CI-8093,445763,Closed,alejandro.ruizrobles,02/Feb/23 8:59 AM,09/Feb/23 12:00 AM,08/Jun/23 3:06 PM,Numiga,SR - Partner,DataSets\in_progress_PI6.4.csv,PI6.4
53,CI-8055,443734,Closed,yutaka.yasumi,26/Jan/23 3:10 AM,31/Jan/23 12:00 AM,14/Mar/23 2:18 AM,Eberspacher,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
54,CI-8052,443529,Closed,yutaka.yasumi,25/Jan/23 9:22 AM,31/Jan/23 12:00 AM,17/Mar/23 12:58 AM,Porsche,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
55,CI-8048,443357,Closed,nsanchezruiz,24/Jan/23 1:34 PM,06/Feb/23 12:00 AM,03/Apr/23 3:44 PM,msg systems,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
56,CI-8046,443331,Closed,nsanchezruiz,24/Jan/23 12:24 PM,31/Jan/23 12:00 AM,14/Mar/23 4:18 PM,Porsche,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
57,CI-7909,437653,Closed,ssanz,21/Dec/22 11:46 AM,28/Dec/22 12:00 AM,17/Mar/23 8:55 AM,Continental,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
58,CI-7904,437478,Verify,ssanz,20/Dec/22 5:24 PM,26/Dec/22 12:00 AM,,Bentley,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
59,CI-7900,437096,Closed,ssanz,19/Dec/22 3:44 PM,26/Dec/22 12:00 AM,05/Apr/23 1:07 PM,Allianz,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
60,CI-7858,435107,Verify,ssanz,13/Dec/22 12:22 PM,20/Dec/22 12:00 AM,,Allianz,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
61,CI-7850,434539,Closed,nsanchezruiz,12/Dec/22 10:23 AM,26/Dec/22 12:00 AM,22/Mar/23 1:41 PM,Apleona,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
62,CI-7829,433155,Closed,ssanz,06/Dec/22 1:18 PM,13/Dec/22 12:00 AM,29/Apr/23 4:15 PM,Allianz,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
63,CI-7807,432492,Closed,alejandro.ruizrobles,03/Dec/22 1:20 PM,15/Dec/22 12:00 AM,21/Mar/23 4:54 PM,Numiga,SR - Partner,DataSets\in_progress_PI6.4.csv,PI6.4
64,CI-7788,431813,Closed,yutaka.yasumi,01/Dec/22 1:54 AM,08/Dec/22 12:00 AM,05/Apr/23 6:54 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
65,CI-7700,428349,Closed,alejandro.ruizrobles,15/Nov/22 4:39 PM,22/Nov/22 12:00 AM,12/Apr/23 1:53 PM,Numiga,SR - Partner,DataSets\in_progress_PI6.4.csv,PI6.4
66,CI-7688,427631,Closed,askarja,11/Nov/22 3:58 PM,21/Nov/22 12:00 AM,20/Apr/23 10:15 AM,Rheinmetall,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
67,CI-7550,420892,Closed,yutaka.yasumi,12/Oct/22 5:05 PM,19/Oct/22 12:00 AM,04/Apr/23 4:34 PM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
68,CI-7489,418470,Closed,askarja,04/Oct/22 7:45 AM,11/Oct/22 12:00 AM,23/Mar/23 1:55 PM,Burda,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
69,CI-7486,418256,Closed,yutaka.yasumi,03/Oct/22 6:41 AM,10/Oct/22 12:00 AM,31/Mar/23 2:37 AM,Continental,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
70,CI-7253,408597,Explain,ssanz,16/Aug/22 2:54 PM,09/Dec/22 12:00 AM,,OBB,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
71,CI-7205,406532,Closed,nsanchezruiz,04/Aug/22 11:54 AM,02/May/23 12:00 AM,10/Apr/23 8:47 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
72,CI-6901,393357,Closed,,23/May/22 1:21 PM,30/May/22 12:00 AM,21/Mar/23 1:06 PM,Porsche,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
73,CI-5953,349721,Closed,hwiedenroth,05/Nov/21 5:04 PM,03/Dec/21 12:00 AM,11/Apr/23 9:04 AM,Allianz,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
0,CI-8809,480772,Communicate,askarja,15/Jun/23 8:43 PM,22/Jun/23 12:00 AM,,VW,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
1,CI-8808,480770,Configure,askarja,15/Jun/23 7:52 PM,22/Jun/23 12:00 AM,,VW,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
2,CI-8807,480768,Closed,alejandro.ruizrobles,15/Jun/23 6:38 PM,22/Jun/23 12:00 AM,28/Jun/23 7:22 PM,Numiga,SR - Partner,DataSets\in_progress_PI7 IP.csv,PI7 IP
3,CI-8806,480285,Communicate,askarja,14/Jun/23 6:07 PM,21/Jun/23 12:00 AM,,Hugo Boss,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
4,CI-8805,480283,Communicate,askarja,14/Jun/23 5:40 PM,21/Jun/23 12:00 AM,,Hugo Boss,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
5,CI-8804,480256,Import in Production,ssanz,14/Jun/23 4:15 PM,21/Jun/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
6,CI-8803,480198,Closed,nsanchezruiz,14/Jun/23 2:56 PM,21/Jun/23 12:00 AM,22/Jun/23 11:26 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
7,CI-8802,480108,Closed,nsanchezruiz,14/Jun/23 1:59 PM,21/Jun/23 12:00 AM,22/Jun/23 12:35 PM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
8,CI-8801,480040,Verify,nsanchezruiz,14/Jun/23 12:26 PM,21/Jun/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
9,CI-8800,480038,Configure,kgostynska,14/Jun/23 12:23 PM,21/Jun/23 12:00 AM,,Eutelsat,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
10,CI-8799,480036,Closed,ssanz,14/Jun/23 12:21 PM,15/Jun/23 12:00 AM,23/Jun/23 6:51 PM,TotalEnergies,Incident Request (IR),DataSets\in_progress_PI7 IP.csv,PI7 IP
11,CI-8798,479850,Communicate,yutaka.yasumi,14/Jun/23 2:54 AM,21/Jun/23 12:00 AM,,Porsche,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
12,CI-8797,479848,Closed,yutaka.yasumi,14/Jun/23 2:26 AM,21/Jun/23 12:00 AM,23/Jun/23 9:52 AM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
13,CI-8795,479716,Closed,nsanchezruiz,13/Jun/23 1:21 PM,20/Jun/23 12:00 AM,20/Jun/23 1:38 PM,Apleona,Incident Request (IR),DataSets\in_progress_PI7 IP.csv,PI7 IP
14,CI-8786,479627,Closed,alejandro.ruizrobles,13/Jun/23 11:48 AM,20/Jun/23 12:00 AM,20/Jun/23 12:07 PM,ProcurX,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
15,CI-8762,479034,Closed,mmaciejczyk,12/Jun/23 1:45 PM,19/Jun/23 12:00 AM,23/Jun/23 3:16 PM,Porsche,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
16,CI-8753,478233,Communicate,jbonnavion,08/Jun/23 4:41 PM,15/Jun/23 12:00 AM,,ProcurX,SR - Partner,DataSets\in_progress_PI7 IP.csv,PI7 IP
17,CI-8751,477625,Closed,alejandro.ruizrobles,07/Jun/23 12:51 PM,16/Jun/23 12:00 AM,19/Jun/23 11:23 AM,Numiga,SR - Partner,DataSets\in_progress_PI7 IP.csv,PI7 IP
18,CI-8750,477616,Closed,alejandro.ruizrobles,07/Jun/23 12:37 PM,14/Jun/23 12:00 AM,19/Jun/23 11:23 AM,Numiga,SR - Partner,DataSets\in_progress_PI7 IP.csv,PI7 IP
19,CI-8745,477471,Communicate,kgostynska,07/Jun/23 8:28 AM,14/Jun/23 12:00 AM,,Egis,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
20,CI-8743,477439,Closed,yutaka.yasumi,07/Jun/23 2:52 AM,12/Jun/23 12:00 AM,04/Jul/23 2:48 AM,Hensoldt,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
21,CI-8740,477149,Communicate,nsanchezruiz,06/Jun/23 11:08 AM,13/Jun/23 12:00 AM,,OBB,Incident Request (IR),DataSets\in_progress_PI7 IP.csv,PI7 IP
22,CI-8729,476852,Verify,mmaciejczyk,05/Jun/23 3:08 PM,12/Jun/23 12:00 AM,,Holtzbrink,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
23,CI-8705,475958,Communicate,nsanchezruiz,01/Jun/23 9:26 AM,08/Jun/23 12:00 AM,,DER,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
24,CI-8702,475830,Communicate,mmaciejczyk,31/May/23 3:59 PM,07/Jun/23 12:00 AM,,Endress Hauser,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
25,CI-8689,475132,Communicate,yutaka.yasumi,30/May/23 1:14 AM,06/Jun/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
26,CI-8688,475122,Verify,ssanz,29/May/23 5:01 PM,05/Jun/23 12:00 AM,,Allianz,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
27,CI-8682,474597,Import in Production,yutaka.yasumi,26/May/23 3:31 AM,09/Jun/23 12:00 AM,,Endress Hauser,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
28,CI-8679,474387,Configure,lsada,25/May/23 9:19 AM,01/Jun/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
29,CI-8672,474081,Import in Production,ssanz,23/May/23 3:45 PM,30/May/23 12:00 AM,,Porsche,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
30,CI-8659,473378,Communicate,mmaciejczyk,19/May/23 12:33 PM,26/May/23 12:00 AM,,Rehau,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
31,CI-8641,472614,Closed,mmaciejczyk,16/May/23 4:14 PM,23/May/23 12:00 AM,29/Jun/23 5:16 PM,Holtzbrink,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
32,CI-8636,472259,Verify,yutaka.yasumi,16/May/23 12:56 AM,26/May/23 12:00 AM,,CMS Hasche Sigle,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
33,CI-8632,471970,Configure,yutaka.yasumi,15/May/23 2:03 AM,19/May/23 12:00 AM,,Hugo Boss,Incident Request (IR),DataSets\in_progress_PI7 IP.csv,PI7 IP
34,CI-8631,471896,Closed,alejandro.ruizrobles,12/May/23 5:51 PM,26/May/23 12:00 AM,19/Jun/23 12:06 PM,Numiga,SR - Partner,DataSets\in_progress_PI7 IP.csv,PI7 IP
35,CI-8629,471820,Clarify,ssanz,12/May/23 2:33 PM,19/May/23 12:00 AM,,Allianz,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
36,CI-8619,471620,Closed,ssanz,12/May/23 8:55 AM,17/May/23 12:00 AM,23/Jun/23 6:04 PM,Porsche,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
37,CI-8607,471146,Verify,mmaciejczyk,10/May/23 5:01 PM,17/May/23 12:00 AM,,Lufthansa City Center,Incident Request (IR),DataSets\in_progress_PI7 IP.csv,PI7 IP
38,CI-8600,470619,Communicate,kgostynska,09/May/23 2:19 PM,16/May/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
39,CI-8599,470611,Communicate,kgostynska,09/May/23 2:05 PM,16/May/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
40,CI-8594,470413,Communicate,askarja,09/May/23 9:01 AM,16/May/23 12:00 AM,,VW,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
41,CI-8567,468092,Import to Test,mmaciejczyk,26/Apr/23 1:16 PM,03/May/23 12:00 AM,,CMS Hasche Sigle,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
42,CI-8562,467852,Configure,nsanchezruiz,25/Apr/23 4:05 PM,08/May/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
43,CI-8544,466548,Verify,askarja,20/Apr/23 10:01 AM,27/Apr/23 12:00 AM,,Rheinmetall,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
44,CI-8508,465493,Communicate,yutaka.yasumi,18/Apr/23 2:16 AM,02/May/23 12:00 AM,,Endress Hauser,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
45,CI-8499,465411,Verify,nsanchezruiz,17/Apr/23 1:53 PM,24/Apr/23 12:00 AM,,Porsche,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
46,CI-8464,464340,Closed,askarja,11/Apr/23 11:13 PM,18/Apr/23 12:00 AM,29/Jun/23 4:44 PM,VW,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
47,CI-8460,464251,Communicate,mmaciejczyk,11/Apr/23 2:50 PM,18/Apr/23 12:00 AM,10/May/23 11:15 AM,Burda,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
48,CI-8433,463279,Communicate,mmaciejczyk,05/Apr/23 5:12 PM,12/Apr/23 12:00 AM,,Traton SE,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
49,CI-8421,462572,Explain,askarja,03/Apr/23 9:14 PM,12/Apr/23 12:00 AM,,Holtzbrink,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
50,CI-8294,454905,Communicate,mmaciejczyk,10/Mar/23 11:19 AM,17/Mar/23 12:00 AM,,VW,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
51,CI-8219,450562,Communicate,kgostynska,22/Feb/23 1:28 PM,01/Mar/23 12:00 AM,,Amadeus,Incident Request (IR),DataSets\in_progress_PI7 IP.csv,PI7 IP
52,CI-8177,448686,Verify,ssanz,15/Feb/23 4:35 PM,22/Feb/23 12:00 AM,,Allianz,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
53,CI-8164,448243,Communicate,achattopadhyay,14/Feb/23 1:51 PM,21/Feb/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
54,CI-7904,437478,Verify,ssanz,20/Dec/22 5:24 PM,26/Dec/22 12:00 AM,,Bentley,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
55,CI-7858,435107,Verify,ssanz,13/Dec/22 12:22 PM,20/Dec/22 12:00 AM,,Allianz,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
56,CI-7253,408597,Explain,ssanz,16/Aug/22 2:54 PM,09/Dec/22 12:00 AM,,OBB,Service Request (SR),DataSets\in_progress_PI7 IP.csv,PI7 IP
0,CI-8477,464753,Closed,yutaka.yasumi,13/Apr/23 12:30 PM,20/Apr/23 12:00 AM,08/May/23 2:14 AM,Lufthansa City Center,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
1,CI-8476,464744,Closed,yutaka.yasumi,13/Apr/23 12:12 PM,20/Apr/23 12:00 AM,24/May/23 7:26 AM,Porsche,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
2,CI-8474,464711,Closed,ssanz,13/Apr/23 10:57 AM,20/Apr/23 12:00 AM,12/May/23 9:36 AM,Allianz,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
3,CI-8472,464670,Closed,kgostynska,13/Apr/23 10:04 AM,20/Apr/23 12:00 AM,02/May/23 11:23 AM,Porsche,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
4,CI-8471,464652,Closed,nsanchezruiz,13/Apr/23 9:35 AM,19/Apr/23 12:00 AM,08/May/23 3:28 PM,OBB,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
5,CI-8469,464620,Closed,yutaka.yasumi,13/Apr/23 8:22 AM,20/Apr/23 12:00 AM,17/May/23 1:15 PM,Endress Hauser,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
6,CI-8468,464601,Closed,yutaka.yasumi,13/Apr/23 4:55 AM,20/Apr/23 12:00 AM,11/May/23 10:42 AM,CMS Hasche Sigle,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
7,CI-8466,464442,Closed,yutaka.yasumi,12/Apr/23 11:33 AM,19/Apr/23 12:00 AM,23/May/23 1:15 AM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
8,CI-8464,464340,Closed,askarja,11/Apr/23 11:13 PM,18/Apr/23 12:00 AM,29/Jun/23 4:44 PM,VW,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
9,CI-8463,464337,Closed,askarja,11/Apr/23 8:06 PM,18/Apr/23 12:00 AM,26/Apr/23 2:18 PM,DZ Bank,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
10,CI-8461,464298,Closed,nsanchezruiz,11/Apr/23 5:11 PM,20/Apr/23 12:00 AM,23/May/23 1:32 PM,Amadeus,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
11,CI-8460,464251,Communicate,mmaciejczyk,11/Apr/23 2:50 PM,18/Apr/23 12:00 AM,10/May/23 11:15 AM,Burda,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
12,CI-8458,464220,Closed,ssanz,11/Apr/23 2:18 PM,12/Apr/23 12:00 AM,14/Apr/23 9:34 AM,TUI AG,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
13,CI-8454,463949,Closed,nsanchezruiz,10/Apr/23 12:30 PM,17/Apr/23 12:00 AM,08/May/23 1:44 PM,CEPSA,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
14,CI-8453,463947,Closed,ssanz,10/Apr/23 12:13 PM,14/Apr/23 12:00 AM,11/Apr/23 4:22 PM,Allianz,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
15,CI-8452,463886,Closed,kgostynska,07/Apr/23 3:59 PM,11/Apr/23 12:00 AM,12/Apr/23 3:17 PM,Porsche,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
16,CI-8438,463546,Closed,mmaciejczyk,06/Apr/23 12:21 PM,13/Apr/23 12:00 AM,22/May/23 4:16 PM,Rewe Group,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
17,CI-8436,463438,Closed,yutaka.yasumi,06/Apr/23 5:26 AM,20/Apr/23 12:00 AM,06/Apr/23 2:02 PM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
18,CI-8435,463434,Closed,yutaka.yasumi,06/Apr/23 2:49 AM,13/Apr/23 12:00 AM,06/Apr/23 10:10 AM,Init AG,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
19,CI-8434,463294,Closed,alejandro.ruizrobles,05/Apr/23 5:43 PM,12/Apr/23 12:00 AM,12/Apr/23 2:31 PM,Numiga,SR - Partner,DataSets\in_progress_PI7.1.csv,PI7.1
20,CI-8433,463279,Communicate,mmaciejczyk,05/Apr/23 5:12 PM,12/Apr/23 12:00 AM,,Traton SE,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
21,CI-8430,463090,Closed,nsanchezruiz,05/Apr/23 12:18 PM,12/Apr/23 12:00 AM,24/May/23 10:15 AM,VW,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
22,CI-8428,462963,Closed,kgostynska,05/Apr/23 9:19 AM,12/Apr/23 12:00 AM,19/May/23 7:26 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
23,CI-8427,462869,Closed,alejandro.ruizrobles,04/Apr/23 5:02 PM,11/Apr/23 12:00 AM,12/Apr/23 2:10 PM,Numiga,SR - Partner,DataSets\in_progress_PI7.1.csv,PI7.1
24,CI-8425,462813,Closed,nsanchezruiz,04/Apr/23 2:58 PM,10/Apr/23 12:00 AM,05/Apr/23 11:57 AM,Amadeus,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
25,CI-8424,462772,Closed,kgostynska,04/Apr/23 1:25 PM,11/Apr/23 12:00 AM,05/Apr/23 1:23 PM,Amadeus,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
26,CI-8423,462678,Closed,nsanchezruiz,04/Apr/23 10:51 AM,10/Apr/23 12:00 AM,10/Apr/23 10:48 AM,Allianz,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
27,CI-8422,462576,Closed,yutaka.yasumi,04/Apr/23 6:07 AM,11/Apr/23 12:00 AM,17/Apr/23 8:24 AM,Eberspacher,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
28,CI-8421,462572,Explain,askarja,03/Apr/23 9:14 PM,12/Apr/23 12:00 AM,,Holtzbrink,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
29,CI-8420,462507,Closed,mmaciejczyk,03/Apr/23 3:46 PM,10/Apr/23 12:00 AM,05/Jun/23 3:46 PM,OBB,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
30,CI-8417,462361,Closed,kgostynska,03/Apr/23 10:14 AM,12/Apr/23 12:00 AM,08/May/23 8:48 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
31,CI-8415,462306,Closed,nsanchezruiz,03/Apr/23 8:40 AM,04/Apr/23 12:00 AM,06/Apr/23 4:20 PM,Luther,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
32,CI-8414,462273,Closed,yutaka.yasumi,03/Apr/23 1:55 AM,10/Apr/23 12:00 AM,05/Apr/23 9:29 AM,CEPSA,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
33,CI-8413,462270,Closed,yutaka.yasumi,03/Apr/23 1:43 AM,07/Apr/23 12:00 AM,05/Apr/23 9:22 AM,Grupo Red Electrica,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
